"Longitude","Latitude","MeanSharkSpatialDensity"
41.625,15.875,8.21618232293986e-05
41.875,15.875,2.14852116187103e-05
42.125,15.875,2.13433941098629e-05
42.375,15.875,2.10653051908594e-05
108.875,15.875,2.10653051908594e-05
-154.375,15.625,0.000122019788250327
-108.875,15.625,2.18481363845058e-05
-105.375,15.625,2.76369592029369e-05
-79.875,15.625,2.18481363845058e-05
40.125,15.625,3.0361730750883e-05
40.375,15.625,2.8364247555146e-05
40.625,15.625,2.7044514354202e-05
40.875,15.625,6.48156419629231e-05
41.375,15.625,4.06732615374494e-05
41.625,15.625,4.25463731517084e-05
42.625,15.625,4.09310960094444e-05
109.125,15.625,3.43543724738993e-05
-154.125,15.375,0.000244039576500654
-153.875,15.375,0.000122019788250327
-153.375,15.375,0.000122019788250327
-153.125,15.375,0.000122019788250327
-152.875,15.375,0.000122019788250327
-152.625,15.375,0.000122019788250327
-152.375,15.375,0.000122019788250327
-108.625,15.375,2.19967641896801e-05
-105.875,15.375,2.62888152064988e-05
-105.625,15.375,2.76369592029369e-05
-79.125,15.375,2.45895389525685e-05
-78.875,15.375,7.88664474384859e-05
40.125,15.375,3.05049470625818e-05
40.375,15.375,3.06495203403756e-05
40.625,15.375,4.31136577390134e-05
41.625,15.375,9.06654822756536e-05
42.375,15.375,2.00840022444027e-05
-106.125,15.125,2.60768083535368e-05
-105.625,15.125,2.77555736829527e-05
40.625,15.125,0.000166033147252165
41.625,15.125,4.7551828174619e-05
-108.625,14.875,2.22235339606414e-05
-107.625,14.875,2.05303131224355e-05
-105.375,14.875,2.77555736829527e-05
-104.875,14.875,2.77555736829527e-05
-104.375,14.875,2.77555736829527e-05
-95.875,14.875,6.27883564447984e-05
-95.625,14.875,3.12417796521913e-05
-95.375,14.875,3.06495203403756e-05
-95.125,14.875,0.000120064418297261
-94.875,14.875,5.74860132473987e-05
-94.625,14.875,5.69784024264663e-05
-94.375,14.875,2.8364247555146e-05
-94.125,14.875,2.8364247555146e-05
42.375,14.875,2.00840022444027e-05
-107.375,14.625,2.05956966965459e-05
-106.375,14.625,2.57651336141862e-05
-96.125,14.625,3.15465767926071e-05
-95.125,14.625,9.03810650925152e-05
-93.875,14.625,2.82403871096903e-05
42.625,14.625,1.97769077203702e-05
-108.625,14.375,2.23001679842127e-05
-107.125,14.375,2.06614968192298e-05
-103.625,14.375,2.82403871096903e-05
-96.125,14.375,9.63702041190118e-05
-93.625,14.375,2.77555736829527e-05
-59.875,14.375,3.24977299897e-05
-48.875,14.375,3.87248437618837e-05
41.875,14.375,4.55425943073351e-05
42.625,14.375,1.96566834347323e-05
-106.625,14.125,2.58681939158123e-05
-96.375,14.125,6.59902943880297e-05
-93.375,14.125,5.55111473659053e-05
-93.125,14.125,2.77555736829527e-05
-48.875,14.125,7.91142883826979e-05
42.625,14.125,1.94205658772262e-05
42.875,14.125,1.90207319974434e-05
-108.875,13.875,2.23001679842127e-05
-107.125,13.875,2.57651336141862e-05
-103.375,13.875,2.8364247555146e-05
-96.625,13.875,3.40370970661752e-05
-96.375,13.875,3.3508022170281e-05
-92.875,13.875,2.76369592029369e-05
-92.625,13.875,2.76369592029369e-05
-48.875,13.875,3.99200544052292e-05
42.125,13.875,4.55425943073351e-05
42.625,13.875,1.92471688933438e-05
109.375,13.875,2.58681939158123e-05
161.875,13.875,0.000366059364750981
162.125,13.875,0.000610098941251636
-107.375,13.625,2.56628918577917e-05
-103.125,13.625,2.8364247555146e-05
42.625,13.625,3.82678990717977e-05
162.125,13.625,0.000366059364750981
-108.875,13.375,2.26913980441168e-05
-107.875,13.375,2.55614577326924e-05
-96.625,13.375,7.01163808116689e-05
-92.125,13.375,2.76369592029369e-05
-48.625,13.375,3.99200544052292e-05
42.375,13.375,3.26430781569798e-05
42.625,13.375,4.58655922557227e-05
42.875,13.375,2.95122281386284e-05
-108.375,13.125,2.49693002842832e-05
-107.375,13.125,2.14852116187103e-05
-103.125,13.125,3.68566579709295e-05
-102.875,13.125,4.55425943073351e-05
-101.625,13.125,3.87248437618837e-05
-96.875,13.125,7.28687300579622e-05
-96.625,13.125,0.000107786363514606
-90.625,13.125,2.72871257038787e-05
-90.375,13.125,2.71724729827838e-05
-89.875,13.125,2.69460360868834e-05
42.625,13.125,1.89094989764271e-05
42.875,13.125,5.01321592309978e-05
43.125,13.125,4.61932031612378e-05
-109.375,12.875,2.35165407502791e-05
-109.125,12.875,2.33467453654157e-05
-108.875,12.875,2.26913980441168e-05
-103.125,12.875,3.68566579709295e-05
-102.875,12.875,4.55425943073351e-05
-102.625,12.875,2.93956763925962e-05
-102.375,12.875,0.000120001714094542
-102.125,12.875,7.60855546104722e-05
-101.875,12.875,3.87248437618837e-05
-101.375,12.875,3.91942339774687e-05
-100.875,12.875,3.99200544052292e-05
-91.625,12.875,2.76369592029369e-05
-91.125,12.875,2.75193560810294e-05
-89.375,12.875,2.69460360868834e-05
-48.125,12.875,4.01680044888053e-05
42.875,12.875,3.59934747393709e-05
43.125,12.875,1.89094989764271e-05
47.875,12.875,2.0996911189286e-05
-109.375,12.625,2.3602367946296e-05
-109.125,12.625,4.58661706943531e-05
-108.625,12.625,2.45895389525685e-05
-104.875,12.625,5.13257837155834e-05
-104.625,12.625,5.17363878316246e-05
-104.375,12.625,5.21536167070735e-05
-104.125,12.625,5.25776304129977e-05
-103.375,12.625,3.63317340088543e-05
-103.125,12.625,0.000124126498121768
-102.875,12.625,6.53598544886336e-05
-102.625,12.625,3.2807671232149e-05
-102.375,12.625,5.97421058046166e-05
-100.375,12.625,3.99200544052292e-05
-88.875,12.625,2.68342264462262e-05
-88.625,12.625,2.67233408521861e-05
-87.875,12.625,8.37515326566063e-05
-87.625,12.625,2.77555736829527e-05
42.625,12.625,1.85834724106826e-05
47.125,12.625,2.06614968192298e-05
48.875,12.625,2.10653051908594e-05
-109.375,12.375,2.40410736296326e-05
-105.125,12.375,5.09216442878824e-05
-103.875,12.375,4.43690732936375e-05
-103.625,12.375,6.27517438260838e-05
-103.125,12.375,4.19938223785721e-05
-102.625,12.375,4.58655922557227e-05
-102.125,12.375,3.00792962661944e-05
-101.875,12.375,3.0361730750883e-05
-97.375,12.375,4.44896249973681e-05
-88.375,12.375,2.66133683908265e-05
-87.875,12.375,2.77555736829527e-05
-45.875,12.375,4.25463731517084e-05
50.125,12.375,4.24087011197116e-05
-109.125,12.125,2.45895389525685e-05
-106.375,12.125,2.26913980441168e-05
-105.375,12.125,5.01321592309978e-05
-104.125,12.125,7.01163808116689e-05
-103.625,12.125,5.43449459655676e-05
-102.625,12.125,4.58655922557227e-05
-101.625,12.125,3.0361730750883e-05
-100.375,12.125,3.99200544052292e-05
-97.625,12.125,4.55425943073351e-05
-97.375,12.125,0.00030599843012169
-97.125,12.125,4.58655922557227e-05
-88.125,12.125,2.66133683908265e-05
-87.875,12.125,2.65042981482111e-05
42.875,12.125,1.86370270967018e-05
43.125,12.125,1.97769077203702e-05
43.375,12.125,5.52739184058737e-05
44.125,12.125,3.41524246323388e-05
45.875,12.125,2.05303131224355e-05
47.125,12.125,2.05956966965459e-05
-109.375,11.875,2.44039565586718e-05
-107.625,11.875,2.49693002842832e-05
-106.375,11.875,6.92129178787582e-05
-105.375,11.875,4.97465262014885e-05
-104.125,11.875,6.7545122874435e-05
-103.375,11.875,0.000109618864371441
-102.875,11.875,4.06732615374494e-05
-100.625,11.875,4.01680044888053e-05
-97.375,11.875,0.000141296855872497
-97.125,11.875,4.79040645586792e-05
-87.375,11.875,2.62888152064988e-05
42.875,11.875,1.85834724106826e-05
43.375,11.875,4.76979839731939e-05
43.625,11.875,3.86572610295843e-05
44.125,11.875,4.82615578221157e-05
110.375,11.875,3.45831467711832e-05
-105.375,11.625,9.83709542197175e-05
-104.125,11.625,3.29951471940149e-05
-103.375,11.625,5.52739184058737e-05
-102.875,11.625,4.61932031612378e-05
-102.625,11.625,4.06732615374494e-05
-101.375,11.625,3.05049470625818e-05
-97.125,11.625,0.000145510406582616
-44.375,11.625,4.31136577390134e-05
42.625,11.625,0.000150585576193407
42.875,11.625,7.43338896427304e-05
43.375,11.625,1.86370270967018e-05
44.375,11.625,4.86244243802503e-05
50.125,11.625,2.14852116187103e-05
109.375,11.625,2.57651336141862e-05
110.125,11.625,2.76369592029369e-05
-105.125,11.375,4.86244243802503e-05
-103.375,11.375,5.52739184058737e-05
-103.125,11.375,5.52739184058737e-05
-102.875,11.375,4.68626712972764e-05
-102.125,11.375,4.06732615374494e-05
-101.375,11.375,4.06732615374494e-05
-101.125,11.375,3.06495203403756e-05
-97.125,11.375,4.97465262014885e-05
-96.875,11.375,4.97465262014885e-05
-87.125,11.375,2.62888152064988e-05
44.625,11.375,4.86244243802503e-05
49.125,11.375,6.95381604600698e-05
110.125,11.375,2.76369592029369e-05
-104.875,11.125,4.82615578221157e-05
-103.875,11.125,3.29951471940149e-05
-103.125,11.125,7.85366864874959e-05
-101.125,11.125,3.12417796521913e-05
-97.125,11.125,5.01321592309978e-05
44.875,11.125,4.97465262014885e-05
47.375,11.125,5.21536167070735e-05
109.125,11.125,2.60768083535368e-05
109.875,11.125,3.08370290440507e-05
119.625,11.125,3.08937524096109e-05
119.875,11.125,7.14528214302845e-05
124.875,11.125,6.54928808216937e-05
125.125,11.125,0.000392185058444738
125.375,11.125,7.39536917535588e-05
125.625,11.125,0.00046964455395937
-104.375,10.875,4.79040645586792e-05
-103.875,10.875,4.7551828174619e-05
-103.625,10.875,4.7551828174619e-05
-103.375,10.875,3.24977299897e-05
-103.125,10.875,5.57504172320478e-05
-101.125,10.875,3.12417796521913e-05
-97.375,10.875,5.09216442878824e-05
-96.875,10.875,5.30085962964222e-05
-96.125,10.875,5.52739184058737e-05
-95.625,10.875,5.6728495110292e-05
-86.625,10.875,2.62888152064988e-05
45.375,10.875,4.97465262014885e-05
110.125,10.875,2.77555736829527e-05
119.625,10.875,0.000152132328366861
119.875,10.875,0.000178138856426813
124.875,10.875,4.45237019448541e-05
125.125,10.875,0.000104589213151485
-103.125,10.625,0.000168714119354263
-102.875,10.625,3.20150938932784e-05
-102.375,10.625,3.18573838740122e-05
-101.375,10.625,3.15465767926071e-05
-96.625,10.625,5.43449459655676e-05
-96.375,10.625,5.43449459655676e-05
-95.875,10.625,5.52739184058737e-05
-95.625,10.625,0.00050374330021441
-95.125,10.625,5.6728495110292e-05
-42.875,10.625,4.4294854887994e-05
109.375,10.625,2.76369592029369e-05
125.125,10.625,7.26747530279681e-05
-103.625,10.375,0.000113959016744047
-103.375,10.375,8.50927463034168e-05
-101.875,10.375,3.15465767926071e-05
-96.625,10.375,5.34466817043722e-05
-95.625,10.375,5.52739184058737e-05
-95.375,10.375,0.000114461035991553
-86.375,10.375,2.60768083535368e-05
108.875,10.375,2.68342264462262e-05
110.125,10.375,2.77555736829527e-05
120.125,10.375,1.97769077203702e-05
125.375,10.375,2.66133683908265e-05
-104.125,10.125,6.04397064307705e-05
-103.875,10.125,5.87913527851924e-05
-103.625,10.125,0.000233732629567385
-95.375,10.125,5.72305179957766e-05
108.875,10.125,2.75193560810294e-05
109.875,10.125,2.77555736829527e-05
125.125,10.125,0.00019177290960215
125.375,10.125,3.54945259459782e-05
137.625,10.125,8.29108830657788e-05
-103.875,9.875,0.000184324104338884
-103.625,9.875,0.000124377824249677
-95.375,9.875,0.00011705305223586
-86.125,9.875,2.57651336141862e-05
-33.625,9.875,4.7551828174619e-05
108.625,9.875,2.69460360868834e-05
108.875,9.875,2.72871257038787e-05
119.875,9.875,1.96566834347323e-05
121.125,9.875,2.65042981482111e-05
121.375,9.875,2.8364247555146e-05
121.625,9.875,2.93956763925962e-05
124.625,9.875,0.000106588144262787
124.875,9.875,3.28523310599849e-05
125.125,9.875,0.000270291668130085
125.375,9.875,0.00031028816010803
125.875,9.875,2.28517619689228e-05
137.625,9.875,0.000165821766131558
137.875,9.875,0.000162699478096329
-104.375,9.625,6.46704866085202e-05
-104.125,9.625,6.53237220831215e-05
-103.625,9.625,6.34024399914779e-05
-95.375,9.625,5.93307195231318e-05
-86.125,9.625,2.65776598098455e-05
-41.625,9.625,4.52241147286259e-05
-32.875,9.625,4.7551828174619e-05
108.625,9.625,2.69460360868834e-05
108.875,9.625,2.71724729827838e-05
109.375,9.625,2.77555736829527e-05
120.625,9.625,2.62888152064988e-05
120.875,9.625,5.40443907084409e-05
121.125,9.625,2.77555736829527e-05
124.125,9.625,4.45237019448541e-05
124.375,9.625,4.38449023931753e-05
124.625,9.625,2.05303131224355e-05
124.875,9.625,2.0996911189286e-05
125.125,9.625,2.06614968192298e-05
125.375,9.625,0.000186204080819152
125.875,9.625,2.06614968192298e-05
137.375,9.625,8.29108830657788e-05
137.875,9.625,0.000156828784383833
-106.875,9.375,7.69886755733751e-05
-106.375,9.375,7.60829279897735e-05
-105.875,9.375,7.51982370275073e-05
-105.625,9.375,7.34891873435117e-05
-105.375,9.375,7.26634680177085e-05
-105.125,9.375,7.26634680177085e-05
-104.875,9.375,7.26634680177085e-05
-104.125,9.375,6.34024399914779e-05
-88.125,9.375,0.000106017192592844
-87.875,9.375,0.000106017192592844
-87.625,9.375,0.000106017192592844
-87.375,9.375,0.000106017192592844
-87.125,9.375,0.000106017192592844
-86.875,9.375,0.000106017192592844
-86.625,9.375,0.000212034385185689
-86.375,9.375,0.000106017192592844
-85.625,9.375,5.14280254719779e-05
-84.375,9.375,0.000207057048100978
-84.125,9.375,0.000285711255855858
-34.875,9.375,4.65255288872868e-05
-32.625,9.375,4.79040645586792e-05
119.375,9.375,1.94205658772262e-05
119.875,9.375,2.60768083535368e-05
120.125,9.375,2.3475156922359e-05
120.375,9.375,2.40492900047684e-05
120.625,9.375,2.16289245145163e-05
123.875,9.375,6.04410270170774e-05
124.125,9.375,2.23001679842127e-05
124.375,9.375,2.57651336141862e-05
124.625,9.375,5.12243495904841e-05
124.875,9.375,2.05956966965459e-05
125.125,9.375,2.25417279580142e-05
125.375,9.375,0.000266655260929838
125.625,9.375,2.05303131224355e-05
125.875,9.375,2.0996911189286e-05
-108.375,9.125,8.08381082606502e-05
-107.875,9.125,7.98401088104583e-05
-107.375,9.125,7.69886755733751e-05
-105.125,9.125,7.26634680177085e-05
-104.875,9.125,0.000106625171611086
-104.625,9.125,0.000104364342405461
-104.375,9.125,7.18560986570083e-05
-104.125,9.125,6.53237220831215e-05
-88.375,9.125,0.000106017192592844
-85.875,9.125,0.000113456990220584
-85.625,9.125,6.85311460983939e-05
-79.125,9.125,0.000132743196445517
110.125,9.125,3.3508022170281e-05
119.125,9.125,1.92471688933438e-05
119.875,9.125,5.16333275299985e-05
120.125,9.125,2.40333683905192e-05
120.625,9.125,3.00792962661944e-05
120.875,9.125,2.60316191997845e-05
121.625,9.125,2.82403871096903e-05
121.875,9.125,3.3508022170281e-05
123.625,9.125,3.0361730750883e-05
124.625,9.125,5.75507801841013e-05
124.875,9.125,0.000124418191262521
125.125,9.125,7.21334654372185e-05
125.375,9.125,0.000117499927000608
135.625,9.125,0.000122019788250327
136.625,9.125,8.50927463034168e-05
137.625,9.125,7.69886755733751e-05
137.875,9.125,7.60829279897735e-05
138.125,9.125,7.51982370275073e-05
-108.875,8.875,8.18613771116361e-05
-105.375,8.875,7.26634680177085e-05
-105.125,8.875,7.18560986570083e-05
-104.875,8.875,7.18560986570083e-05
-104.375,8.875,6.95381604600698e-05
-104.125,8.875,6.87983920215629e-05
-103.875,8.875,6.80741941323504e-05
-103.625,8.875,6.53237220831215e-05
-103.125,8.875,6.53237220831215e-05
-92.125,8.875,0.000123181875096634
-91.625,8.875,6.10098941251636e-05
-91.125,8.875,6.04397064307705e-05
-88.625,8.875,0.000106017192592844
-85.875,8.875,0.000115483009722084
-85.625,8.875,0.000129093226860277
-85.375,8.875,0.000119760159577709
-85.125,8.875,0.000119760159577709
-79.625,8.875,6.27960762358271e-05
-79.375,8.875,3.96309405914508e-05
-79.125,8.875,7.60397233534604e-05
-78.875,8.875,3.9062841096893e-05
-40.875,8.875,4.52241147286259e-05
-35.625,8.875,4.68626712972764e-05
-32.125,8.875,4.82615578221157e-05
108.875,8.875,2.82403871096903e-05
118.625,8.875,4.49915678473189e-05
119.625,8.875,1.86370270967018e-05
119.875,8.875,3.14660392177757e-05
120.125,8.875,2.53476227953797e-05
120.375,8.875,2.68342264462262e-05
120.875,8.875,2.18481363845058e-05
121.125,8.875,6.18913036305457e-05
121.375,8.875,6.08666778134648e-05
121.625,8.875,2.66133683908265e-05
122.375,8.875,3.40370970661752e-05
122.625,8.875,2.62888152064988e-05
123.375,8.875,3.05049470625818e-05
124.625,8.875,9.1728099505417e-05
124.875,8.875,0.000113973976112902
125.125,8.875,6.67374843033031e-05
125.375,8.875,2.3602367946296e-05
137.875,8.875,6.46704866085202e-05
138.125,8.875,7.34891873435117e-05
138.375,8.875,7.26634680177085e-05
-105.375,8.625,7.60829279897735e-05
-105.125,8.625,0.000111570669105276
-102.875,8.625,6.46704866085202e-05
-102.375,8.625,6.34024399914779e-05
-94.625,8.625,6.95381604600698e-05
-90.875,8.625,5.93307195231318e-05
-89.375,8.625,0.000106017192592844
-88.875,8.625,0.000106017192592844
-85.375,8.625,4.91790779051371e-05
-84.875,8.625,7.12257751729339e-05
-84.625,8.625,5.45085822523106e-05
-79.375,8.625,0.000119366151920985
-79.125,8.625,7.34432469471358e-05
-78.875,8.625,0.000184599310159683
-78.625,8.625,0.000774202577304095
-40.125,8.625,4.52241147286259e-05
-39.625,8.625,4.55425943073351e-05
-38.625,8.625,4.55425943073351e-05
-35.625,8.625,4.61932031612378e-05
118.125,8.625,2.26913980441168e-05
118.875,8.625,1.90207319974434e-05
119.125,8.625,1.89094989764271e-05
119.375,8.625,3.22513078572229e-05
119.625,8.625,1.85834724106826e-05
119.875,8.625,6.01022438786458e-05
120.125,8.625,2.57516730926e-05
120.375,8.625,2.64613445324358e-05
120.625,8.625,2.76369592029369e-05
120.875,8.625,6.45417239866219e-05
121.125,8.625,3.29951471940149e-05
121.375,8.625,6.50545989628881e-05
121.875,8.625,2.77555736829527e-05
122.125,8.625,2.66138195001986e-05
122.375,8.625,2.66133683908265e-05
122.625,8.625,3.6128763895249e-05
123.125,8.625,4.68454090878367e-05
126.375,8.625,3.99200544052292e-05
126.625,8.625,3.99200544052292e-05
135.125,8.625,0.000122019788250327
136.125,8.625,8.50927463034168e-05
136.375,8.625,0.000122019788250327
138.375,8.625,6.53237220831215e-05
138.875,8.625,7.26634680177085e-05
150.375,8.625,8.62273154780269e-05
-105.375,8.375,7.51982370275073e-05
-105.125,8.375,0.000156828784383833
-104.875,8.375,8.08381082606502e-05
-104.625,8.375,8.18613771116361e-05
-104.375,8.375,8.29108830657788e-05
-102.125,8.375,6.34024399914779e-05
-101.875,8.375,6.34024399914779e-05
-101.625,8.375,6.27868794254027e-05
-92.125,8.375,0.000101047633506823
-91.625,8.375,0.000101047633506823
-91.375,8.375,0.000101047633506823
-90.875,8.375,0.000102651567431167
-90.625,8.375,5.87913527851924e-05
-90.125,8.375,0.000104307233414147
-84.875,8.375,3.40584374498576e-05
-84.625,8.375,0.000108550557342824
-84.375,8.375,4.53026514151134e-05
-84.125,8.375,2.67233408521861e-05
-83.875,8.375,2.68342264462262e-05
-83.625,8.375,2.31833000725601e-05
-79.625,8.375,3.69351328117773e-05
-79.375,8.375,5.4570242355112e-05
-79.125,8.375,0.000194376800209284
-78.875,8.375,0.000143070501508191
-78.625,8.375,9.76079172687605e-05
-78.375,8.375,4.14482747146394e-05
-37.875,8.375,4.58655922557227e-05
-37.125,8.375,4.58655922557227e-05
-36.125,8.375,4.58655922557227e-05
117.875,8.375,2.28517619689228e-05
118.875,8.375,3.45814187312499e-05
119.125,8.375,4.61932031612378e-05
119.375,8.375,4.58655922557227e-05
119.625,8.375,4.58655922557227e-05
119.875,8.375,4.13547677453607e-05
120.125,8.375,3.87788459192961e-05
120.375,8.375,2.67815175902797e-05
120.625,8.375,2.05303131224355e-05
120.875,8.375,2.19967641896801e-05
121.125,8.375,2.76369592029369e-05
121.625,8.375,5.34898608748335e-05
121.875,8.375,7.69744656281546e-05
122.125,8.375,9.50030807871372e-05
122.375,8.375,5.58778738195542e-05
122.625,8.375,8.15701860119589e-05
122.875,8.375,3.6536996049108e-05
138.625,8.375,6.53237220831215e-05
139.125,8.375,7.26634680177085e-05
145.125,8.375,5.72305179957766e-05
145.375,8.375,0.000172722735442221
145.875,8.375,6.34024399914779e-05
150.375,8.375,8.624264592072e-05
150.625,8.375,0.000170185492606834
-104.375,8.125,8.29108830657788e-05
-101.375,8.125,6.1590937548317e-05
-101.125,8.125,6.1590937548317e-05
-100.875,8.125,6.10098941251636e-05
-100.625,8.125,6.04397064307705e-05
-100.375,8.125,5.93307195231318e-05
-100.125,8.125,5.87913527851924e-05
-99.875,8.125,5.82616994506679e-05
-90.625,8.125,5.72305179957766e-05
-90.375,8.125,5.82616994506679e-05
-89.625,8.125,0.000212034385185689
-85.375,8.125,2.44039565586718e-05
-84.875,8.125,4.76434397569392e-05
-84.625,8.125,4.6361154090846e-05
-84.375,8.125,3.68566834367812e-05
-83.875,8.125,1.92471688933438e-05
-83.625,8.125,4.01680044888053e-05
-83.375,8.125,3.94335911551025e-05
-82.625,8.125,1.89094989764271e-05
-82.125,8.125,0.000162033713422716
-81.875,8.125,0.000190255464985967
-81.625,8.125,4.21306103817187e-05
-80.125,8.125,9.72488487605006e-05
-79.875,8.125,8.42260342324153e-05
-79.625,8.125,9.88065148703754e-05
-79.125,8.125,4.38038987340406e-05
-78.875,8.125,6.51371519779786e-05
-78.625,8.125,9.37755685299635e-05
-78.375,8.125,0.000200311333173886
117.875,8.125,7.69894832046703e-05
118.125,8.125,0.000118845026008785
119.375,8.125,1.85834724106826e-05
119.625,8.125,2.04302814381663e-05
119.875,8.125,2.71724729827838e-05
120.375,8.125,5.86971327720676e-05
120.625,8.125,4.52241147286259e-05
120.875,8.125,3.56204473064281e-05
121.125,8.125,4.31136577390134e-05
121.875,8.125,2.77555736829527e-05
122.125,8.125,7.32815897208638e-05
122.375,8.125,0.000200601425603963
122.625,8.125,3.91942339774687e-05
138.875,8.125,6.80741941323504e-05
139.125,8.125,7.18560986570083e-05
145.125,8.125,6.34024399914779e-05
145.375,8.125,0.000657065480481833
145.625,8.125,5.87913527851924e-05
145.875,8.125,6.46704866085202e-05
149.625,8.125,0.000264571950538084
149.875,8.125,0.000263374793576077
150.125,8.125,8.73925455380231e-05
150.375,8.125,0.000170185492606834
-104.625,7.875,8.29108830657788e-05
-103.875,7.875,8.29108830657788e-05
-99.625,7.875,5.72305179957766e-05
-99.125,7.875,5.72305179957766e-05
-98.875,7.875,5.72305179957766e-05
-98.625,7.875,5.6728495110292e-05
-98.375,7.875,5.6728495110292e-05
-98.125,7.875,5.6728495110292e-05
-97.625,7.875,5.6728495110292e-05
-97.125,7.875,5.6728495110292e-05
-92.375,7.875,0.000198986104805954
-90.875,7.875,5.72305179957766e-05
-84.375,7.875,5.97007528995164e-05
-84.125,7.875,2.12635386560578e-05
-83.625,7.875,2.04007847059984e-05
-83.375,7.875,2.29833840421634e-05
-82.625,7.875,4.45551486336626e-05
-82.375,7.875,0.000164399782079272
-82.125,7.875,0.000416953087551519
-81.875,7.875,0.000415455084294081
-81.625,7.875,0.000235104715102352
-79.875,7.875,0.00020091283658985
-79.625,7.875,5.6728495110292e-05
-79.375,7.875,4.09398271585815e-05
-79.125,7.875,2.84823563561076e-05
-78.875,7.875,3.65396226698067e-05
-78.625,7.875,9.45330248214304e-05
-78.375,7.875,3.99317286792211e-05
117.875,7.875,4.17922274209559e-05
118.125,7.875,0.000231943064136431
118.625,7.875,1.94205658772262e-05
119.125,7.875,2.05303131224355e-05
119.375,7.875,1.90207319974434e-05
119.625,7.875,4.16512375522871e-05
119.875,7.875,2.69460360868834e-05
120.125,7.875,3.4277567465324e-05
120.875,7.875,2.22235339606414e-05
121.125,7.875,2.04007847059984e-05
121.375,7.875,2.8364247555146e-05
139.375,7.875,7.18560986570083e-05
145.375,7.875,5.6728495110292e-05
145.625,7.875,6.53237220831215e-05
145.875,7.875,6.53237220831215e-05
146.375,7.875,6.80741941323504e-05
150.125,7.875,9.10851886146702e-05
150.375,7.875,9.10851886146702e-05
150.625,7.875,8.50927463034168e-05
151.125,7.875,0.000104307233414147
-103.625,7.625,8.50927463034168e-05
-103.375,7.625,8.50927463034168e-05
-96.625,7.625,5.62352070119232e-05
-96.125,7.625,5.57504172320478e-05
-94.875,7.625,5.52739184058737e-05
-92.625,7.625,9.94930524029769e-05
-91.375,7.625,5.72305179957766e-05
-84.125,7.625,2.62888152064988e-05
-82.875,7.625,2.71724729827838e-05
-82.375,7.625,5.53885984118097e-05
-82.125,7.625,4.83217227156274e-05
-81.875,7.625,0.000218433167901821
-81.625,7.625,0.000535619270522147
-81.375,7.625,0.000233605212997645
-81.125,7.625,2.17015058296965e-05
-79.875,7.625,6.96110655553639e-05
-79.625,7.625,5.72305179957766e-05
-79.375,7.625,2.95917670882773e-05
-79.125,7.625,4.20709984609857e-05
-78.875,7.625,2.86538834188832e-05
-78.625,7.625,0.000175390217918903
-78.375,7.625,5.36625047971029e-05
117.875,7.625,3.29951471940149e-05
118.125,7.625,9.73778805928305e-05
118.375,7.625,3.67445936717559e-05
118.625,7.625,3.86774154321756e-05
118.875,7.625,1.97525987459812e-05
119.125,7.625,3.05855392070953e-05
119.375,7.625,1.85834724106826e-05
119.625,7.625,2.28517619689228e-05
119.875,7.625,4.33528948633466e-05
120.625,7.625,2.18481363845058e-05
121.125,7.625,1.92471688933438e-05
134.875,7.625,0.000122019788250327
135.625,7.625,8.50927463034168e-05
136.375,7.625,0.000122019788250327
138.875,7.625,6.87983920215629e-05
139.125,7.625,7.18560986570083e-05
145.125,7.625,5.62352070119232e-05
146.625,7.625,6.87983920215629e-05
147.875,7.625,0.000374422495951876
150.375,7.625,9.10851886146702e-05
150.625,7.625,0.000132263376144692
150.875,7.625,9.65231156442314e-05
151.125,7.625,9.75189905148e-05
151.375,7.625,0.000101047633506823
-103.125,7.375,8.50927463034168e-05
-102.875,7.375,8.50927463034168e-05
-97.125,7.375,9.65231156442314e-05
-96.375,7.375,9.65231156442314e-05
-95.875,7.375,9.65231156442314e-05
-95.375,7.375,5.57504172320478e-05
-94.375,7.375,5.52739184058737e-05
-94.125,7.375,5.52739184058737e-05
-92.875,7.375,9.94930524029769e-05
-92.125,7.375,7.26634680177085e-05
-91.375,7.375,7.26634680177085e-05
-91.125,7.375,7.26634680177085e-05
-90.625,7.375,7.34891873435117e-05
-84.125,7.375,2.60768083535368e-05
-83.625,7.375,2.18481363845058e-05
-82.875,7.375,2.60768083535368e-05
-82.125,7.375,5.5109936511144e-05
-81.875,7.375,0.000116351926408242
-81.625,7.375,7.58070382289588e-05
-81.375,7.375,6.34525276836939e-05
-81.125,7.375,6.89451262587681e-05
-80.875,7.375,3.55315569322556e-05
-79.875,7.375,5.36813386133872e-05
-79.625,7.375,5.66324015380815e-05
-79.375,7.375,4.52119202236645e-05
-79.125,7.375,4.60479423054494e-05
-78.875,7.375,2.75213496934157e-05
-78.625,7.375,7.51013358240016e-05
-78.375,7.375,2.62888152064988e-05
-78.125,7.375,5.43449459655676e-05
117.875,7.375,3.78189979528543e-05
118.125,7.375,9.49261811911128e-05
118.375,7.375,3.64343650289811e-05
118.625,7.375,2.95540376100689e-05
118.875,7.375,2.11837395909242e-05
119.125,7.375,1.94205658772262e-05
119.625,7.375,2.05956966965459e-05
120.125,7.375,2.49693002842832e-05
120.375,7.375,2.26913980441168e-05
120.625,7.375,2.23001679842127e-05
121.125,7.375,3.95045681216288e-05
128.375,7.375,3.75991185137536e-05
134.875,7.375,0.000122019788250327
