"Longitude","Latitude","MeanSharkSpatialDensity"
-112.625,25.625,2.77555736829527e-05
-110.875,25.625,0.000115483009722084
-96.875,25.625,4.79040645586792e-05
-96.125,25.625,0.000113959016744047
-94.375,25.625,5.53925347048789e-05
-94.125,25.625,2.8364247555146e-05
-93.125,25.625,0.000122019788250327
-92.875,25.625,0.000122019788250327
-92.625,25.625,3.6536996049108e-05
-92.375,25.625,7.43437121855095e-05
-91.875,25.625,3.00792962661944e-05
-91.625,25.625,0.000120465570944361
-91.375,25.625,0.000122019788250327
-91.125,25.625,4.60307783214375e-05
-90.875,25.625,7.94064835645258e-05
-90.625,25.625,0.000244039576500654
-90.375,25.625,3.87248437618837e-05
-89.875,25.625,7.44270073482767e-05
-89.625,25.625,0.000122019788250327
-89.125,25.625,2.95988720608875e-05
-88.875,25.625,0.00014139425184112
-88.125,25.625,6.1590937548317e-05
-87.875,25.625,2.18481363845058e-05
-87.125,25.625,3.91728499380406e-05
-86.625,25.625,5.87913527851924e-05
-86.375,25.625,0.000119770425953902
-84.875,25.625,3.99200544052292e-05
-84.625,25.625,7.18560986570083e-05
-84.125,25.625,8.40018183225766e-05
-83.125,25.625,2.28517619689228e-05
-82.625,25.625,8.41142173158005e-05
-82.375,25.625,1.96566834347323e-05
35.125,25.625,2.57651336141862e-05
35.875,25.625,7.01163808116689e-05
36.125,25.625,0.000107786363514606
50.375,25.625,3.6536996049108e-05
50.875,25.625,2.38214397541014e-05
56.625,25.625,2.35165407502791e-05
56.875,25.625,7.35524808987975e-05
57.125,25.625,0.000107596584712155
57.375,25.625,6.84807528159581e-05
57.625,25.625,5.6728495110292e-05
57.875,25.625,5.6728495110292e-05
-113.375,25.375,5.59959589736536e-05
-113.125,25.375,5.61198212380987e-05
-112.875,25.375,6.72545284032822e-05
-112.625,25.375,0.00010537778143771
-110.875,25.375,0.000588454073294997
-110.625,25.375,0.00119579397141933
-94.625,25.375,2.82403871096903e-05
-94.375,25.375,5.62447748961858e-05
-92.375,25.375,3.67445936717559e-05
-92.125,25.375,7.3073992098216e-05
-91.625,25.375,2.93956763925962e-05
-90.875,25.375,0.00023321715707425
-90.375,25.375,0.000122019788250327
-90.125,25.375,7.43715645512566e-05
-89.625,25.375,0.000122019788250327
-88.625,25.375,6.87983920215629e-05
-88.375,25.375,0.000198721638298593
-87.625,25.375,6.1590937548317e-05
-86.875,25.375,4.82715622638352e-05
-83.125,25.375,4.6361154090846e-05
-82.625,25.375,5.76884667680133e-05
35.375,25.375,6.59902943880297e-05
35.625,25.375,6.7545122874435e-05
50.625,25.375,2.26913980441168e-05
52.125,25.375,2.0996911189286e-05
56.875,25.375,6.45850377622992e-05
57.125,25.375,8.23408336145803e-05
-112.875,25.125,2.57651336141862e-05
-110.875,25.125,0.000119760159577709
-110.625,25.125,0.000119760159577709
-110.375,25.125,2.62888152064988e-05
-97.125,25.125,4.7551828174619e-05
-96.625,25.125,5.69795083720237e-05
-95.125,25.125,2.86152589978883e-05
-94.875,25.125,5.68534487683792e-05
-94.125,25.125,2.77555736829527e-05
-93.875,25.125,2.84892012132332e-05
-93.625,25.125,2.84892012132332e-05
-92.125,25.125,7.24604979041032e-05
-91.875,25.125,3.59280493285041e-05
-90.625,25.125,7.10481908754446e-05
-89.875,25.125,0.000122019788250327
-88.625,25.125,3.20150938932784e-05
-87.375,25.125,4.79040645586792e-05
-87.125,25.125,3.99200544052292e-05
-86.875,25.125,3.00955725833774e-05
-86.625,25.125,2.04007847059984e-05
-86.375,25.125,4.67186509922612e-05
-85.625,25.125,2.97992773994338e-05
-85.125,25.125,3.3508022170281e-05
-83.375,25.125,4.71189086965751e-05
-82.625,25.125,2.44039565586718e-05
-82.375,25.125,0.000251988996751606
-82.125,25.125,2.17015058296965e-05
35.125,25.125,2.56628918577917e-05
35.375,25.125,2.62888152064988e-05
50.625,25.125,4.5543161832029e-05
57.125,25.125,8.12290963949636e-05
57.375,25.125,3.98736592615023e-05
57.625,25.125,2.62888152064988e-05
-112.875,24.875,2.58681939158123e-05
-110.625,24.875,2.57651336141862e-05
-110.375,24.875,2.62888152064988e-05
-96.875,24.875,4.7551828174619e-05
-96.625,24.875,0.00011602186714299
-95.375,24.875,2.8364247555146e-05
-95.125,24.875,2.8870752430521e-05
-91.625,24.875,3.23001513606869e-05
-90.625,24.875,2.66133683908265e-05
-89.625,24.875,0.000244039576500654
-88.125,24.875,3.47742970916443e-05
-87.625,24.875,5.38693311682437e-05
-87.375,24.875,1.86370270967018e-05
-87.125,24.875,3.67445936717559e-05
-86.625,24.875,1.92471688933438e-05
-86.375,24.875,4.01680044888053e-05
-85.375,24.875,3.06495203403756e-05
-84.625,24.875,3.29951471940149e-05
-83.875,24.875,3.6536996049108e-05
-83.125,24.875,2.60768083535368e-05
-82.875,24.875,3.57295502908528e-05
-82.375,24.875,2.00840022444027e-05
-82.125,24.875,2.00840022444027e-05
-80.125,24.875,3.20150938932784e-05
35.375,24.875,2.55614577326924e-05
51.375,24.875,2.66133683908265e-05
51.875,24.875,6.11544674029574e-05
57.375,24.875,2.58681939158123e-05
57.625,24.875,2.57651336141862e-05
57.875,24.875,2.60768083535368e-05
-110.625,24.625,0.000143004057463259
-110.375,24.625,5.74385412619449e-05
-110.125,24.625,0.000131699038320221
-96.625,24.625,5.749509728048e-05
-95.625,24.625,2.84892012132332e-05
-95.375,24.625,2.93956763925962e-05
-93.625,24.625,3.91942339774687e-05
-91.625,24.625,3.55332340404857e-05
-90.875,24.625,2.65042981482111e-05
-87.625,24.625,3.02907756122295e-05
-87.375,24.625,3.78189979528543e-05
-87.125,24.625,2.8175049010315e-05
-86.875,24.625,3.87248437618837e-05
-86.625,24.625,2.04007847059984e-05
-84.375,24.625,3.29951471940149e-05
-83.875,24.625,3.24977299897e-05
-83.625,24.625,7.3073992098216e-05
-83.375,24.625,0.00010920508793788
-83.125,24.625,3.59280493285041e-05
-82.875,24.625,3.6536996049108e-05
-82.625,24.625,4.60565715911798e-05
-82.375,24.625,3.63317340088543e-05
-80.125,24.625,3.18573838740122e-05
35.625,24.625,2.49693002842832e-05
-112.875,24.375,2.57651336141862e-05
-110.625,24.375,8.0564284871798e-05
-110.375,24.375,0.000234526014537551
-109.875,24.375,2.86522517853882e-05
-95.875,24.375,2.84892012132332e-05
-94.375,24.375,2.77555736829527e-05
-91.875,24.375,6.59902943880297e-05
-91.625,24.375,0.000102128266007639
-90.875,24.375,5.25776304129977e-05
-89.625,24.375,0.000244039576500654
-89.375,24.375,0.000122019788250327
-88.125,24.375,3.37954188580625e-05
-87.875,24.375,2.10653051908594e-05
-87.625,24.375,3.05824578390457e-05
-87.125,24.375,2.88727878796635e-05
-86.875,24.375,2.06614968192298e-05
-86.375,24.375,2.05303131224355e-05
-84.625,24.375,3.78189979528543e-05
-83.625,24.375,3.20150938932784e-05
-83.375,24.375,0.000126192317111418
-82.875,24.375,2.62888152064988e-05
-80.125,24.375,3.15465767926071e-05
-113.125,24.125,2.98020677291788e-05
-110.625,24.125,8.66374830366112e-05
-110.375,24.125,0.000729616614989936
-110.125,24.125,2.04007847059984e-05
-109.875,24.125,1.99304558918811e-05
-96.375,24.125,4.3018637370551e-05
-96.125,24.125,4.65255288872868e-05
-94.375,24.125,5.53925347048789e-05
-94.125,24.125,3.87248437618837e-05
-93.375,24.125,2.66133683908265e-05
-92.625,24.125,0.000148687424371019
-92.375,24.125,0.000230060279136524
-91.875,24.125,3.56112868757918e-05
-91.625,24.125,2.77555736829527e-05
-91.125,24.125,5.52739184058737e-05
-90.875,24.125,8.624264592072e-05
-90.125,24.125,2.62888152064988e-05
-88.125,24.125,2.22235339606414e-05
-87.875,24.125,4.06732615374494e-05
-87.375,24.125,2.10653051908594e-05
-86.625,24.125,2.05303131224355e-05
-86.125,24.125,5.52739184058737e-05
-84.625,24.125,3.82665602955967e-05
-83.125,24.125,0.000125336533528753
-82.875,24.125,9.01126622920856e-05
-82.375,24.125,0.00010961591033265
-82.125,24.125,8.06154130259529e-05
-81.875,24.125,2.68342264462262e-05
-79.875,24.125,3.15465767926071e-05
-110.375,23.875,1.85834724106826e-05
-109.875,23.875,1.85834724106826e-05
-109.625,23.875,1.86370270967018e-05
-96.125,23.875,4.21828372054733e-05
-94.375,23.875,2.76369592029369e-05
-94.125,23.875,3.87248437618837e-05
-93.875,23.875,3.82665602955967e-05
-92.875,23.875,2.66133683908265e-05
-92.125,23.875,7.26634680177085e-05
-91.875,23.875,7.98401088104583e-05
-91.625,23.875,5.64266010769643e-05
-91.375,23.875,0.000164772252901457
-91.125,23.875,5.52739220438525e-05
-90.875,23.875,0.000168003622093238
-90.625,23.875,4.01680044888053e-05
-89.125,23.875,2.60768083535368e-05
-88.875,23.875,2.57651336141862e-05
-87.875,23.875,6.1195511079859e-05
-87.625,23.875,3.15465767926071e-05
-87.375,23.875,2.56248731602682e-05
-87.125,23.875,4.1592607885832e-05
-86.875,23.875,9.23962434171699e-05
-85.625,23.875,3.05049470625818e-05
-84.625,23.875,8.07186661404558e-05
-84.375,23.875,0.000120071366836783
-83.125,23.875,6.54928808216937e-05
-82.625,23.875,2.62888152064988e-05
-82.375,23.875,0.000106019848317374
36.125,23.875,2.56628918577917e-05
-111.625,23.625,1.94205658772262e-05
-109.375,23.625,1.93337364180479e-05
-96.375,23.625,5.57504172320478e-05
-95.625,23.625,9.5103656349238e-05
-95.375,23.625,0.000142071090522222
-95.125,23.625,4.82615578221157e-05
-93.625,23.625,3.78189979528543e-05
-93.125,23.625,5.01321592309978e-05
-92.875,23.625,5.09216442878824e-05
-92.625,23.625,5.13257837155834e-05
-91.875,23.625,0.000122019788250327
-91.625,23.625,7.26634680177085e-05
-91.125,23.625,6.17920741206035e-05
-90.875,23.625,3.18573838740122e-05
-90.375,23.625,3.15465767926071e-05
-90.125,23.625,3.57333155989181e-05
-89.625,23.625,3.99200544052292e-05
-88.875,23.625,4.25463731517084e-05
-88.625,23.625,5.42676352779381e-05
-88.375,23.625,3.14867138513364e-05
-88.125,23.625,2.79752675851341e-05
-87.625,23.625,2.97533006232698e-05
-87.375,23.625,1.89153215615079e-05
-87.125,23.625,2.44726015807828e-05
-86.875,23.625,5.62352070119232e-05
-86.125,23.625,5.52739184058737e-05
-83.375,23.625,3.12417796521913e-05
-83.125,23.625,3.20150938932784e-05
-79.875,23.625,3.12417796521913e-05
-111.875,23.375,2.05956966965459e-05
-109.625,23.375,1.85834724106826e-05
-97.125,23.375,0.000164892786415294
-96.875,23.375,9.78809039224871e-05
-96.625,23.375,5.52739184058737e-05
-96.375,23.375,2.8870752430521e-05
-96.125,23.375,4.97465262014885e-05
-95.625,23.375,4.86244243802503e-05
-95.375,23.375,4.65255288872868e-05
-94.875,23.375,4.55425943073351e-05
-93.875,23.375,4.52241147286259e-05
-92.875,23.375,4.97465262014885e-05
-92.375,23.375,2.35165407502791e-05
-91.875,23.375,7.26634680177085e-05
-91.625,23.375,4.06732615374494e-05
-91.375,23.375,8.13465230748989e-05
-90.875,23.375,2.76369592029369e-05
-90.375,23.375,4.58655922557227e-05
-90.125,23.375,4.58655922557227e-05
-89.875,23.375,3.85536841349676e-05
-89.625,23.375,3.12417796521913e-05
-89.375,23.375,3.99200544052292e-05
-89.125,23.375,7.79190741013736e-05
-88.625,23.375,3.55891024810262e-05
-88.375,23.375,3.86122010240797e-05
-88.125,23.375,3.0361730750883e-05
-87.875,23.375,4.06049621233251e-05
-87.625,23.375,2.81798802461708e-05
-87.375,23.375,6.00193343416322e-05
-87.125,23.375,6.82726677041501e-05
-86.875,23.375,9.54306815401651e-05
-86.625,23.375,5.57504172320478e-05
-86.375,23.375,5.57504172320478e-05
-83.375,23.375,3.06495203403756e-05
-82.625,23.375,2.77555736829527e-05
-82.125,23.375,9.23864063224755e-05
-80.125,23.375,3.0361730750883e-05
-79.875,23.375,2.8364247555146e-05
35.625,23.375,2.33467453654157e-05
-109.125,23.125,1.93337364180479e-05
-96.625,23.125,4.97465262014885e-05
-95.125,23.125,4.68626712972764e-05
-93.625,23.125,5.17363878316246e-05
-93.375,23.125,4.52241147286259e-05
-93.125,23.125,4.52241147286259e-05
-92.875,23.125,4.97465262014885e-05
-92.625,23.125,4.86244243802503e-05
-92.375,23.125,2.3602367946296e-05
-92.125,23.125,2.33467453654157e-05
-91.875,23.125,3.81638383259997e-05
-91.625,23.125,4.47728234576061e-05
-91.375,23.125,0.000206805591005832
-91.125,23.125,6.53548922855407e-05
-90.875,23.125,4.68626712972764e-05
-90.625,23.125,4.61932031612378e-05
-89.625,23.125,4.53833563369699e-05
-89.375,23.125,3.87248437618837e-05
-89.125,23.125,3.80960555048659e-05
-88.875,23.125,6.34194366284646e-05
-88.625,23.125,3.18573838740122e-05
-88.375,23.125,1.97769077203702e-05
-87.875,23.125,2.537503860367e-05
-87.625,23.125,2.21231821342371e-05
-87.125,23.125,3.7074089050293e-05
-84.875,23.125,4.25463731517084e-05
-83.625,23.125,3.0361730750883e-05
-83.375,23.125,3.05049470625818e-05
-81.875,23.125,4.06732615374494e-05
-81.375,23.125,4.06732615374494e-05
-80.875,23.125,4.06732615374494e-05
-80.125,23.125,3.00792962661944e-05
