"Longitude","Latitude","MeanCollisionRiskIndex"
-96.375,27.875,0.00373296067118645
-96.125,27.875,0.00330458488315344
-95.875,27.875,0.00189834740012884
-93.625,27.875,0.00483763683587313
-93.375,27.875,0.00331986346282065
-93.125,27.875,0.00762898474931717
-92.375,27.875,0.0266943592578173
-91.875,27.875,0.0127666471526027
-89.625,27.875,0.00151609780732542
-87.875,27.875,0.0025739623233676
-85.625,27.875,0.000645634776446968
-83.375,27.875,0.000407312589231879
-83.125,27.875,0.000417012139223516
49.375,27.875,0.00165110209491104
49.625,27.875,0.00439785700291395
49.875,27.875,0.00108391104731709
50.375,27.875,0.00590901495888829
50.875,27.875,0.00400678254663944
51.125,27.875,0.0062351762317121
-96.625,27.625,0.00262205488979816
-96.375,27.625,0.00803428888320923
-95.625,27.625,0.00142927747219801
-95.125,27.625,0.00141062191687524
-92.875,27.625,0.00414732145145535
-92.625,27.625,0.02064766921103
-92.375,27.625,0.0367781072854996
-92.125,27.625,0.0198989473283291
-91.875,27.625,0.0113932117819786
-88.875,27.625,0.00986966211348772
-87.875,27.625,0.00279232789762318
-87.375,27.625,0.00127927016001195
-85.625,27.625,0.000949981214944273
-83.375,27.625,0.00138891779351979
-83.125,27.625,0.00130720343440771
49.875,27.625,0.0011569574708119
50.125,27.625,0.00129175651818514
50.625,27.625,0.00465335277840495
50.875,27.625,0.00464280648157001
51.125,27.625,0.00393370306119323
-111.375,27.375,6.12429503235035e-05
-96.875,27.375,0.00175924052018672
-96.625,27.375,0.00089011195814237
-96.375,27.375,0.00102859304752201
-96.125,27.375,0.000965341343544424
-95.625,27.375,0.00557507900521159
-95.375,27.375,0.00180162920150906
-95.125,27.375,0.00199873535893857
-94.875,27.375,0.00255609722808003
-94.625,27.375,0.00357611756771803
-94.375,27.375,0.0115554705262184
-94.125,27.375,0.0159327648580074
-93.875,27.375,0.00276237376965582
-93.625,27.375,0.00312655535526574
-93.125,27.375,0.00242409529164433
-92.375,27.375,0.00474843056872487
-90.875,27.375,0.0120581053197384
-90.375,27.375,0.00210729311220348
-89.625,27.375,0.00323742884211242
-88.625,27.375,0.00437713600695133
-88.125,27.375,0.00745672965422273
-87.625,27.375,0.00120547518599778
-86.375,27.375,0.000687498366460204
-85.375,27.375,0.000682926445733756
-83.375,27.375,0.000184060001629405
-83.125,27.375,0.00142832624260336
-82.875,27.375,0.00122753321193159
49.875,27.375,0.00218156445771456
50.375,27.375,0.00199724128469825
51.125,27.375,0.00341346231289208
51.375,27.375,0.0240947864949703
51.625,27.375,0.016739035025239
51.875,27.375,0.0076371468603611
-111.625,27.125,0.000224557486944832
-95.875,27.125,0.00280801788903773
-95.375,27.125,0.00410627759993076
-95.125,27.125,0.00239206640981138
-94.875,27.125,0.00287329545244575
-94.625,27.125,0.00367628620006144
-93.375,27.125,0.00244880700483918
-92.875,27.125,0.00257124751806259
-92.375,27.125,0.00429046619683504
-90.875,27.125,0.00917182769626379
-90.625,27.125,0.00812137965112925
-90.375,27.125,0.00431136880069971
-89.375,27.125,0.00263096624985337
-88.875,27.125,0.0044629811309278
-88.375,27.125,0.00429226364940405
-88.125,27.125,0.00415682001039386
-87.125,27.125,0.00125567079521716
-86.625,27.125,0.000720503099728376
-86.125,27.125,0.000349661713698879
-83.875,27.125,0.000169336999533698
-83.625,27.125,0.000192802079254761
-83.375,27.125,0.000834631558973342
-83.125,27.125,0.000691498455125839
-82.875,27.125,0.000789514859206975
-82.625,27.125,0.000379994860850275
-82.125,27.125,6.33324743830599e-05
50.375,27.125,0.00406556902453303
50.625,27.125,0.00580302439630032
50.875,27.125,0.00324278092011809
51.125,27.125,0.00354210240766406
51.375,27.125,0.00375636131502688
51.625,27.125,0.0172354057431221
51.875,27.125,0.007224983535707
52.125,27.125,0.00840715132653713
52.375,27.125,0.0252975523471832
52.625,27.125,0.0187658704817295
-115.875,26.875,0.000742647098377347
-111.875,26.875,0.00134270882699639
-111.625,26.875,0.0013358952710405
-95.875,26.875,0.00191193330101669
-94.375,26.875,0.00363896717317402
-94.125,26.875,0.00266472459770739
-93.875,26.875,0.00241439812816679
-93.625,26.875,0.00240079336799681
-93.375,26.875,0.00228462181985378
-92.875,26.875,0.00229980726726353
-92.625,26.875,0.00367141561582685
-92.125,26.875,0.00399287883192301
-91.625,26.875,0.00705980882048607
-90.875,26.875,0.00558857386931777
-90.625,26.875,0.00281908409669995
-90.375,26.875,0.0106495851650834
-90.125,26.875,0.0078950272873044
-89.875,26.875,0.00609887344762683
-89.375,26.875,0.00386692909523845
-88.375,26.875,0.00454425858333707
-88.125,26.875,0.00193232204765081
-87.375,26.875,0.00234541925601661
-87.125,26.875,0.0019752481020987
-85.375,26.875,0.000406473060138524
-84.625,26.875,0.000121501187095419
-83.375,26.875,0.000314915552735329
-83.125,26.875,0.00120890443213284
-82.875,26.875,0.000294211524305865
-82.625,26.875,0.000145466779940762
-82.375,26.875,9.38830926315859e-05
35.125,26.875,0.00264703249558806
35.375,26.875,0.00292099919170141
50.125,26.875,0.0048316577449441
50.625,26.875,0.00222719251178205
51.125,26.875,0.00411254772916436
51.375,26.875,0.00301320198923349
51.625,26.875,0.00948554929345846
51.875,26.875,0.00361945643089712
52.125,26.875,0.0143843060359359
52.375,26.875,0.0168845467269421
52.625,26.875,0.0137651283293962
52.875,26.875,0.0156226204708219
56.625,26.875,0.0101046049967408
-96.625,26.625,0.000276283331913874
-95.375,26.625,0.000882418709807098
-92.875,26.625,0.00595776829868555
-92.625,26.625,0.00811605434864759
-92.375,26.625,0.0020606447942555
-92.125,26.625,0.00221768044866621
-91.875,26.625,0.00336527312174439
-91.375,26.625,0.00535973208025098
-91.125,26.625,0.0115000177174807
-90.875,26.625,0.00561997946351767
-90.625,26.625,0.00531325303018093
-90.375,26.625,0.00421019084751606
-90.125,26.625,0.00368849281221628
-89.875,26.625,0.00493867648765445
-89.625,26.625,0.00346565945073962
-88.875,26.625,0.00615636073052883
-87.625,26.625,0.00101876235567033
-87.375,26.625,0.00101227045524865
-87.125,26.625,0.000927786342799664
-86.375,26.625,0.00252252724021673
-85.375,26.625,0.000788179226219654
-83.125,26.625,0.0007927828701213
-82.875,26.625,0.000451208790764213
-82.625,26.625,0.000184593169251457
-82.375,26.625,0.000127199848066084
35.125,26.625,0.0143480822443962
50.875,26.625,0.00528019852936268
51.125,26.625,0.00328086176887155
51.375,26.625,0.00143920327536762
51.625,26.625,0.00338520994409919
51.875,26.625,0.00666557857766747
52.125,26.625,0.00280271540395916
52.375,26.625,0.00406936323270202
52.625,26.625,0.0147341694682837
52.875,26.625,0.00907877460122108
53.125,26.625,0.0320506319403648
53.375,26.625,0.0286523960530758
-96.875,26.375,0.000340443919412792
-92.625,26.375,0.00291535072028637
-92.375,26.375,0.00559805426746607
-91.625,26.375,0.00246420037001371
-91.375,26.375,0.00231881765648723
-91.125,26.375,0.00266608316451311
-90.875,26.375,0.00424350425601006
-90.375,26.375,0.0111736264079809
-89.875,26.375,0.00287194992415607
-89.125,26.375,0.00355674303136766
-88.875,26.375,0.00299680233001709
-88.625,26.375,0.00713851768523455
-88.375,26.375,0.00439112400636077
-88.125,26.375,0.00601258594542742
-87.875,26.375,0.00642481399700046
-87.625,26.375,0.00350554846227169
-87.375,26.375,0.000769980601035058
-86.875,26.375,0.00197756849229336
-86.125,26.375,0.00226735649630427
-83.875,26.375,0.000204683106858283
-83.125,26.375,0.000258701853454113
-82.875,26.375,0.000119806150905788
-82.625,26.375,8.21433859528042e-05
-82.375,26.375,0.000116185736260377
50.375,26.375,0.00203511072322726
50.875,26.375,0.0113732190802693
51.375,26.375,0.00167635572142899
51.625,26.375,0.0049528768286109
51.875,26.375,0.0051917303353548
52.125,26.375,0.00193706760182977
52.875,26.375,0.00703417183831334
53.125,26.375,0.0312755592167377
53.375,26.375,0.0489100627601147
53.875,26.375,0.0153165720403194
54.125,26.375,0.015680056065321
54.625,26.375,0.0115343276411295
56.625,26.375,0.0446002967655659
-97.125,26.125,0.000440172618255019
-93.875,26.125,0.000842189881950617
-93.125,26.125,0.00376762030646205
-92.875,26.125,0.00133839750196785
-92.375,26.125,0.00386692909523845
-90.875,26.125,0.00437472108751535
-90.625,26.125,0.0132195018231869
-90.125,26.125,0.00304924719966948
-89.875,26.125,0.00303601357154548
-89.625,26.125,0.00265432777814567
-89.125,26.125,0.00424823816865683
-88.875,26.125,0.00370235228911042
-88.625,26.125,0.00227497890591621
-88.375,26.125,0.0058689103461802
-88.125,26.125,0.00583150889724493
-87.625,26.125,0.00515034422278404
-87.375,26.125,0.00117645761929452
-87.125,26.125,0.0023526200093329
-85.375,26.125,0.0014059073291719
-85.125,26.125,0.0020050355233252
-84.875,26.125,0.00147948239464313
-83.625,26.125,0.00108138774521649
-83.125,26.125,0.000476527435239404
-82.875,26.125,0.000113495487312321
-82.625,26.125,0.000113878078991547
35.125,26.125,0.00641849683597684
50.375,26.125,0.000780294416472316
50.875,26.125,0.00217172806151211
51.875,26.125,0.00175712490454316
52.125,26.125,0.0017068050801754
53.375,26.125,0.00928678270429373
53.875,26.125,0.0115766115486622
54.375,26.125,0.0308715812861919
54.625,26.125,0.110831409692764
54.875,26.125,0.0181850772351027
55.125,26.125,0.00949376542121172
55.625,26.125,0.0155201489105821
55.875,26.125,0.0108586475253105
56.375,26.125,0.00789988972246647
56.625,26.125,0.0142646543681622
56.875,26.125,0.0116159794852138
-96.875,25.875,0.00035187674802728
-96.125,25.875,0.00132295314688236
-94.625,25.875,0.000916519144084305
-94.375,25.875,0.00326011166907847
-93.875,25.875,0.000692833214998245
-93.375,25.875,0.00168616091832519
-92.375,25.875,0.00160068366676569
-92.125,25.875,0.00575542915612459
-91.875,25.875,0.00194294762331992
-91.375,25.875,0.00622553238645196
-90.875,25.875,0.0069469828158617
-90.125,25.875,0.013587892986834
-89.875,25.875,0.00235473713837564
-89.625,25.875,0.00856750458478928
-89.375,25.875,0.000925581902265549
-88.875,25.875,0.00306588667444885
-87.625,25.875,0.00213608983904123
-87.375,25.875,0.0019771121442318
-85.125,25.875,0.00166098563931882
-84.875,25.875,0.00150677957572043
-84.625,25.875,0.00183949538040906
-84.125,25.875,0.00137073476798832
-83.875,25.875,0.0003205492394045
-83.625,25.875,0.000298799539450556
-83.125,25.875,0.000597896811086684
-82.875,25.875,0.000286549358861521
-82.625,25.875,0.00013046310050413
34.875,25.875,0.00764804286882281
50.375,25.875,9.18160658329725e-05
50.875,25.875,0.000924019899684936
51.875,25.875,0.00218701735138893
52.875,25.875,0.00352510251104832
53.125,25.875,0.0045684683136642
55.375,25.875,0.0317797586321831
56.375,25.875,0.0111109828576446
56.625,25.875,0.0200085584074259
56.875,25.875,0.0828665494918823
57.125,25.875,0.0329386740922928
57.375,25.875,0.0121858827769756
-113.375,25.625,0.00055208831327036
-112.875,25.625,8.65299807628617e-05
-112.625,25.625,5.07054683112074e-05
-110.875,25.625,0.000150373321957886
-96.875,25.625,0.000291268690489233
-96.125,25.625,0.00171275110915303
-94.375,25.625,0.00150904094334692
-94.125,25.625,0.00050394656136632
-93.125,25.625,0.00247303606010973
-92.875,25.625,0.00240558944642544
-92.625,25.625,0.00132042227778584
-92.375,25.625,0.00237559503875673
-91.875,25.625,0.00128418614622205
-91.625,25.625,0.00580261135473847
-91.375,25.625,0.00750903645530343
-91.125,25.625,0.00243644136935472
-90.875,25.625,0.00464209448546171
-90.625,25.625,0.012050430290401
-90.375,25.625,0.00327702751383185
-89.875,25.625,0.00744836684316397
-89.625,25.625,0.0111286621540785
-89.125,25.625,0.00132748170290142
-88.875,25.625,0.00600309995934367
-88.125,25.625,0.00341902952641249
-87.875,25.625,0.00227614352479577
-87.125,25.625,0.00313127296976745
-86.625,25.625,0.00385939609259367
-86.375,25.625,0.00700807152315974
-84.875,25.625,0.00197331374511123
-84.625,25.625,0.00323989125899971
-84.125,25.625,0.00245790975168347
-83.125,25.625,0.000372358044842258
-82.625,25.625,0.000524052593391389
-82.375,25.625,0.000113045585749205
35.125,25.625,0.00445980206131935
35.875,25.625,0.016001284122467
36.125,25.625,0.00755711365491152
50.375,25.625,4.15501781390049e-05
50.875,25.625,0.000698324001859874
56.625,25.625,0.00980719365179539
56.875,25.625,0.0335036218166351
57.125,25.625,0.0323011092841625
57.375,25.625,0.019589401781559
57.625,25.625,0.0123402560129762
57.875,25.625,0.00831997115164995
-113.375,25.375,0.00182094960473478
-113.125,25.375,0.000973700953181833
-112.875,25.375,0.00049656315241009
-112.625,25.375,0.000399667827878147
-110.875,25.375,0.0012538485461846
-110.625,25.375,0.00379590736702085
-94.625,25.375,0.000625881599262357
-94.375,25.375,0.000686185259837657
-92.375,25.375,0.000958465680014342
-92.125,25.375,0.00217537884600461
-91.625,25.375,0.00110721646342427
-90.875,25.375,0.0137934535741806
-90.375,25.375,0.0056430185213685
-90.125,25.375,0.00563595816493034
-89.625,25.375,0.0129721974954009
-88.625,25.375,0.00338089792057872
-88.375,25.375,0.00876654870808125
-87.625,25.375,0.0058653624728322
-86.875,25.375,0.00341034214943647
-83.125,25.375,0.000896149489562958
-82.625,25.375,0.000530562887433916
35.375,25.375,0.0132985636591911
35.625,25.375,0.0166974384337664
50.625,25.375,3.5810808185488e-05
52.125,25.375,0.00146608683280647
56.875,25.375,0.0237502735108137
57.125,25.375,0.0254679434001446
-112.875,25.125,0.000497296510729939
-110.875,25.125,0.000399519893107936
-110.625,25.125,0.000269355572527274
-110.375,25.125,0.000137369861477055
-97.125,25.125,0.000117563402454834
-96.625,25.125,0.000480723101645708
-95.125,25.125,0.000578453356865793
-94.875,25.125,0.000781902461312711
-94.125,25.125,0.000461717922007665
-93.875,25.125,0.000504666881170124
-93.625,25.125,0.000502417213283479
-92.125,25.125,0.00147240760270506
-91.875,25.125,0.000898393685929477
-90.625,25.125,0.00318505079485476
-89.875,25.125,0.00766641180962324
-88.625,25.125,0.00224406481720507
-87.375,25.125,0.00517600821331143
-87.125,25.125,0.00363980769179761
-86.875,25.125,0.00232874322682619
-86.625,25.125,0.00152823876123875
-86.375,25.125,0.00358753139153123
-85.625,25.125,0.00215489603579044
-85.125,25.125,0.00250570243224502
-83.375,25.125,0.0010839233873412
-82.625,25.125,0.000307984038954601
-82.375,25.125,0.00304363016039133
-82.125,25.125,0.000249610719038174
35.125,25.125,0.000628332956694067
35.375,25.125,0.00271476153284311
50.625,25.125,3.10047726088669e-05
57.125,25.125,0.0222440902143717
57.375,25.125,0.0122386934235692
57.625,25.125,0.00777200888842344
-112.875,24.875,0.000867900089360774
-110.625,24.875,0.000153401313582435
-110.375,24.875,0.000262054410995916
-96.875,24.875,0.000311656389385462
-96.625,24.875,0.00159411563072354
-95.375,24.875,0.000507679535076022
-95.125,24.875,0.000583618122618645
-91.625,24.875,0.000596860074438155
-90.625,24.875,0.000971596105955541
-89.625,24.875,0.013129573315382
-88.125,24.875,0.00257072015665472
-87.625,24.875,0.00436338968575001
-87.375,24.875,0.00187881872989237
-87.125,24.875,0.0039392844773829
-86.625,24.875,0.00137241452466697
-86.375,24.875,0.0028578257188201
-85.375,24.875,0.00193375372327864
-84.625,24.875,0.00295804068446159
-83.875,24.875,0.00349964806810021
-83.125,24.875,0.00153954781126231
-82.875,24.875,0.00180284806992859
-82.375,24.875,0.000375385046936572
-82.125,24.875,0.000381801888579503
-80.125,24.875,0.00685185519978404
35.375,24.875,0.000971474568359554
51.375,24.875,0.00187889719381928
51.875,24.875,0.0028158777859062
57.375,24.875,0.00558808911591768
57.625,24.875,0.00671671284362674
57.875,24.875,0.00709125073626637
-110.625,24.625,0.00119622680358589
-110.375,24.625,0.000547136121895164
-110.125,24.625,0.00119905383326113
-96.625,24.625,0.00126171275041997
-95.625,24.625,0.000596901692915708
-95.375,24.625,0.000515308289323002
-93.625,24.625,0.00059629266615957
-91.625,24.625,0.000529371609445661
-90.875,24.625,0.000537175859790295
-87.625,24.625,0.00223684450611472
-87.375,24.625,0.00412912666797638
-87.125,24.625,0.00307166343554854
-86.875,24.625,0.00407819217070937
-86.625,24.625,0.00158515840303153
-84.375,24.625,0.00340617611072958
-83.875,24.625,0.00362256285734475
-83.625,24.625,0.00715509243309498
-83.375,24.625,0.0101984916254878
-83.125,24.625,0.00317653082311153
-82.875,24.625,0.00314766354858875
-82.625,24.625,0.00329619622789323
-82.375,24.625,0.00288325385190547
-80.125,24.625,0.00505662616342306
35.625,24.625,0.00140681711491197
-112.875,24.375,0.00190578156616539
-110.625,24.375,0.000355773809133098
-110.375,24.375,0.00499348808079958
-109.875,24.375,0.000253689067903906
-95.875,24.375,0.00062989623984322
-94.375,24.375,0.000645820633508265
-91.875,24.375,0.00073299661744386
-91.625,24.375,0.00136827444657683
-90.875,24.375,0.000705798389390111
-89.625,24.375,0.00782378669828176
-89.375,24.375,0.00503600062802434
-88.125,24.375,0.00315519934520125
-87.875,24.375,0.00188463984522969
-87.625,24.375,0.00249969633296132
-87.125,24.375,0.00347853731364012
-86.875,24.375,0.00207529379986227
-86.375,24.375,0.00127315218560398
-84.625,24.375,0.00302119087427855
-83.625,24.375,0.00381651101633906
-83.375,24.375,0.0159335341304541
-82.875,24.375,0.00317747658118606
-80.125,24.375,0.00302939722314477
-113.125,24.125,0.00192820548545569
-110.625,24.125,0.000219761001062579
-110.375,24.125,0.00447524385526776
-110.125,24.125,0.000280026259133592
-109.875,24.125,0.000203922158107162
-96.375,24.125,0.00125451292842627
-96.125,24.125,0.00106051948387176
-94.375,24.125,0.00124659901484847
-94.125,24.125,0.000380196346668527
-93.375,24.125,0.00046022972674109
-92.625,24.125,0.00224644411355257
-92.375,24.125,0.00156837841495872
-91.875,24.125,0.000467151257907972
-91.625,24.125,0.00037697222433053
-91.125,24.125,0.000613962940406054
-90.875,24.125,0.000595353078097105
-90.125,24.125,0.000379193632397801
-88.125,24.125,0.00206781667657197
-87.875,24.125,0.00328132254071534
-87.375,24.125,0.00211918028071523
-86.625,24.125,0.00192756101023406
-86.125,24.125,0.00271045742556453
-84.625,24.125,0.00309723382815719
-83.125,24.125,0.00727767450734973
-82.875,24.125,0.00579928047955036
-82.375,24.125,0.0159929264336824
-82.125,24.125,0.0121161220595241
-81.875,24.125,0.00423647835850716
-79.875,24.125,0.000679503893479705
-110.375,23.875,0.000229514407692477
-109.875,23.875,0.00022878113668412
-109.625,23.875,0.000172962798387744
-96.125,23.875,0.000818735454231501
-94.375,23.875,0.00062196486396715
-94.125,23.875,0.000418929499574006
-93.875,23.875,0.000361595768481493
-92.875,23.875,0.000291408796329051
-92.125,23.875,0.000602471001911908
-91.875,23.875,0.000956185045652092
-91.625,23.875,0.000748829101212323
-91.375,23.875,0.00170012016315013
-91.125,23.875,0.000558677187655121
-90.875,23.875,0.00136200536508113
-90.625,23.875,0.000378505967091769
-89.125,23.875,0.000855228048749268
-88.875,23.875,0.000961375364568084
-87.875,23.875,0.00477097230032086
-87.625,23.875,0.00298926373943686
-87.375,23.875,0.00262884167023003
-87.125,23.875,0.00233132718130946
-86.875,23.875,0.012840966694057
-85.625,23.875,0.00104301096871495
-84.625,23.875,0.00560477562248707
-84.375,23.875,0.00938337575644255
-83.125,23.875,0.00751950405538082
-82.625,23.875,0.00343765318393707
-82.375,23.875,0.0150385107845068
36.125,23.875,0.00160548649728298
-111.625,23.625,0.000890663242898881
-109.375,23.625,0.000178130649146624
-96.375,23.625,0.00110350782051682
-95.625,23.625,0.0013818017905578
-95.375,23.625,0.00131256936583668
-95.125,23.625,0.00134018028620631
-93.625,23.625,0.000491752347443253
-93.125,23.625,0.000818121014162898
-92.875,23.625,0.000683568476233631
-92.625,23.625,0.000807878794148564
-91.875,23.625,0.00186922983266413
-91.625,23.625,0.000990730011835694
-91.125,23.625,0.000627750065177679
-90.875,23.625,0.000369792542187497
-90.375,23.625,0.000437594979302958
-90.125,23.625,0.000473612744826823
-89.625,23.625,0.000550594471860677
-88.875,23.625,0.000904943095520139
-88.625,23.625,0.0015977086732164
-88.375,23.625,0.00130358210299164
-88.125,23.625,0.00163895916193724
-87.625,23.625,0.00261634238995612
-87.375,23.625,0.00190298678353429
-87.125,23.625,0.00274295499548316
-86.875,23.625,0.00778876477852464
-86.125,23.625,0.00396311655640602
-83.375,23.625,0.00256895367056131
-83.125,23.625,0.0031389940995723
-79.875,23.625,0.000708024657797068
-111.875,23.375,0.00172089063562453
-109.625,23.375,0.000230980949709192
-97.125,23.375,0.00536016374826431
-96.875,23.375,0.00309597235172987
-96.625,23.375,0.00122792588081211
-96.375,23.375,0.000527384108863771
-96.125,23.375,0.000907413952518255
-95.625,23.375,0.000651450944133103
-95.375,23.375,0.00104949797969311
-94.875,23.375,0.000501075875945389
-93.875,23.375,0.000445195881184191
-92.875,23.375,0.000815755978692323
-92.375,23.375,0.000339205929776654
-91.875,23.375,0.0012183302314952
-91.625,23.375,0.000648770481348038
-91.375,23.375,0.00124615314416587
-90.875,23.375,0.000428464671131223
-90.375,23.375,0.000760566210374236
-90.125,23.375,0.000748493708670139
-89.875,23.375,0.00064142479095608
-89.625,23.375,0.000527112453710288
-89.375,23.375,0.000620994949713349
-89.125,23.375,0.00123466667719185
-88.625,23.375,0.000769844045862556
-88.375,23.375,0.00114992458838969
-88.125,23.375,0.00138510321266949
-87.875,23.375,0.00263038696721196
-87.625,23.375,0.00206462875939906
-87.375,23.375,0.00533022731542587
-87.125,23.375,0.00745850056409836
-86.875,23.375,0.012450335547328
-86.625,23.375,0.00914796255528927
-86.375,23.375,0.00903350301086903
-83.375,23.375,0.00212898454628885
-82.625,23.375,0.00215383130125701
-82.125,23.375,0.00489671854302287
-80.125,23.375,0.00143023743294179
-79.875,23.375,0.000967577449046075
35.625,23.375,6.50206857244484e-06
-109.125,23.125,8.96323617780581e-05
-96.625,23.125,0.00100300018675625
-95.125,23.125,0.00125322828534991
-93.625,23.125,0.00104448187630624
-93.375,23.125,0.00112489331513643
-93.125,23.125,0.00103918719105422
-92.875,23.125,0.000934911367949098
-92.625,23.125,0.000959898286964744
-92.375,23.125,0.000422448647441342
-92.125,23.125,0.000467649486381561
-91.875,23.125,0.000764671189244837
-91.625,23.125,0.000881579704582691
-91.375,23.125,0.00416765129193664
-91.125,23.125,0.00129625247791409
-90.875,23.125,0.00086591171566397
-90.625,23.125,0.000876643054652959
-89.625,23.125,0.000654800445772707
-89.375,23.125,0.000629923189990222
-89.125,23.125,0.000665934756398201
-88.875,23.125,0.00100097514223307
-88.625,23.125,0.000626700697466731
-88.375,23.125,0.000478417496196926
-87.875,23.125,0.00141028210055083
-87.625,23.125,0.00152634922415018
-87.125,23.125,0.00360376690514386
-84.875,23.125,0.00121171155478805
-83.625,23.125,0.0016838387819007
-83.375,23.125,0.00196606363169849
-81.875,23.125,0.00109912711195648
-81.375,23.125,0.00130995968356729
-80.875,23.125,0.00130396441090852
-80.125,23.125,0.00169034360442311
-110.125,22.875,0.000410345412092283
-109.625,22.875,0.000337342848069966
-109.125,22.875,0.000127011677250266
-97.375,22.875,0.00123710604384542
-97.125,22.875,0.00149719475302845
-96.625,22.875,0.000994940754026175
-95.875,22.875,0.000856471131555736
-93.375,22.875,0.000932262104470283
-92.875,22.875,0.00289040547795594
-92.625,22.875,0.00153536081779748
-92.375,22.875,0.00132230715826154
-91.875,22.875,0.00216960487887263
-90.875,22.875,0.00287450291216373
-89.625,22.875,0.000720470503438264
-88.625,22.875,0.000640386599116027
-88.125,22.875,0.000833849189803004
-87.875,22.875,0.00137953727971762
-87.625,22.875,0.00119413249194622
-87.375,22.875,0.00152441230602562
-87.125,22.875,0.00298742251470685
-86.625,22.875,0.00292605673894286
-79.625,22.875,0.00103038037195802
36.375,22.875,0.00015970368986018
38.625,22.875,0.000259646330960095
38.875,22.875,0.000480175134725869
-109.125,22.625,0.000123818361316808
-108.875,22.625,5.07137992826756e-05
-108.625,22.625,6.58934368402697e-05
-97.375,22.625,0.00160152488388121
-97.125,22.625,0.00179084751289338
-95.625,22.625,0.00115507759619504
-92.625,22.625,0.00219775456935167
-92.125,22.625,0.00242282589897513
-91.375,22.625,0.00127100478857756
-91.125,22.625,0.000570481410250068
-90.625,22.625,0.000511227641254663
-89.125,22.625,0.000704327481798828
-88.625,22.625,0.000436345027992502
-88.375,22.625,0.000808406854048371
-88.125,22.625,0.000560931395739317
-87.875,22.625,0.000928771856706589
-87.625,22.625,0.000872301927302033
-87.375,22.625,0.00122265540994704
-87.125,22.625,0.00184417027048767
-86.875,22.625,0.00230579823255539
-86.625,22.625,0.00505866436287761
-86.375,22.625,0.0188247431069613
-85.875,22.625,0.00534720718860626
38.625,22.625,0.0024504573084414
-111.875,22.375,0.000649462686851621
-97.375,22.375,0.00306957634165883
-97.125,22.375,0.00172021053731441
-96.875,22.375,0.000622273655608296
-96.625,22.375,0.00113844440784305
-95.875,22.375,0.00162297836504877
-95.375,22.375,0.00323565979488194
-95.125,22.375,0.00142529373988509
-94.875,22.375,0.000582402280997485
-94.625,22.375,0.000543949485290796
-94.375,22.375,0.00101565767545253
-93.875,22.375,0.000742017291486263
-93.375,22.375,0.000838284846395254
-92.875,22.375,0.00104441272560507
-91.875,22.375,0.000594874611124396
-90.875,22.375,0.00060364423552528
-90.375,22.375,0.000555071630515158
-89.875,22.375,0.000121146571473219
-89.625,22.375,0.000670446781441569
-88.875,22.375,0.000470023223897442
-88.625,22.375,0.000973338552284986
-88.375,22.375,0.00117261137347668
-88.125,22.375,0.000828438089229167
