ID,Region,VesselType,OverlapMean,OverlapMedian,OverlapSD,OverlapSE,ColRiskMean,ColRiskMedian,ColRiskSD,ColRiskSE
ID336,PAC_E,Total,100,100,0,0,0.000920515,0.000670779,0.000855892,0.000174708
ID337,PAC_E,Total,100,100,0,0,0.000211647,5.27E-05,0.000336774,9.34E-05
ID338,PAC_E,Total,100,100,0,0,0.000340804,0.000138108,0.000440532,0.000110133
ID339,ATL_S,Total,100,100,0,0,0.00010662,9.02E-05,7.04E-05,1.88E-05
ID340,ATL_S,Total,100,100,0,0,0.000277328,0.000313167,0.000186595,2.81E-05
ID341,ATL_S,Total,100,100,0,0,0.000137428,5.44E-05,0.000195154,4.07E-05
ID342,ATL_S,Total,100,100,NA,NA,0.000335909,0.000335909,NA,NA
ID343,ATL_S,Total,100,100,NA,NA,0.000100124,5.13E-05,0.000102239,5.11E-05
ID344,ATL_S,Total,100,100,0,0,0.000171131,0.000145813,9.47E-05,2.99E-05
ID345,ATL_S,Total,100,100,0,0,9.43E-05,6.33E-05,5.73E-05,2.56E-05
ID346,ATL_S,Total,100,100,0,0,0.000141421,1.00E-04,9.34E-05,1.95E-05
ID347,PAC_E,Total,100,100,0,0,0.000290193,0.00030986,0.000226299,6.82E-05
ID348,PAC_E,Total,98.80952381,100,2.380952381,1.19047619,0.000800426,0.000348803,0.000963473,0.000158394
